global_id,PRECINCT_shp,COUNTYGEOID10,COUNTYNAME10,PRECINCT_election_results,PRECINCTCODE_election_results,PRECINCT_misfit
26653,MIAMISBURG 01-A,39113,Montgomery,MIAMISBURG 1-A,ANU,
26720,MIAMISBURG 01-A,39113,Montgomery,MIAMISBURG 1-A,ANU,
26599,MIAMISBURG 01-B,39113,Montgomery,MIAMISBURG 1-B,ANV,
26600,MIAMISBURG 01-B,39113,Montgomery,MIAMISBURG 1-B,ANV,
26609,MIAMISBURG 01-B,39113,Montgomery,MIAMISBURG 1-B,ANV,
26755,MIAMISBURG 01-C,39113,Montgomery,MIAMISBURG 1-C,ANX,
26641,MIAMISBURG 02-A,39113,Montgomery,MIAMISBURG 2-A,ANZ,
26654,MIAMISBURG 02-A,39113,Montgomery,MIAMISBURG 2-A,ANZ,
26435,MIAMISBURG 02-B,39113,Montgomery,MIAMISBURG 2-B,AOA,
26631,MIAMISBURG 02-C,39113,Montgomery,MIAMISBURG 2-C,AOB,
26351,MIAMISBURG 03-A,39113,Montgomery,MIAMISBURG 3-A,AOE,
26352,MIAMISBURG 03-B,39113,Montgomery,MIAMISBURG 3-B,AOF,
26477,MIAMISBURG 03-C,39113,Montgomery,MIAMISBURG 3-C,AOG,
26664,MIAMISBURG 04-A,39113,Montgomery,MIAMISBURG 4-A,AOJ,
26711,MIAMISBURG 04-B,39113,Montgomery,MIAMISBURG 4-B,AOK,
26502,MIAMISBURG 04-C,39113,Montgomery,MIAMISBURG 4-C,AON,
26469,MIAMISBURG 04-D,39113,Montgomery,MIAMISBURG 4-D,AOO,
26350,MORAINE 01-A,39113,Montgomery,MORAINE 1-A,AOP,
26706,MORAINE 01-A,39113,Montgomery,MORAINE 1-A,AOP,
26436,MORAINE 02-A,39113,Montgomery,MORAINE 2-A,AOR,
26707,MORAINE 02-A,39113,Montgomery,MORAINE 2-A,AOR,
26349,MORAINE 03-A,39113,Montgomery,MORAINE 3-A,AOT,
26719,MORAINE 03-A,39113,Montgomery,MORAINE 3-A,AOT,
26395,MORAINE 04-A,39113,Montgomery,MORAINE 4-A,AOU,
26410,MORAINE 04-A,39113,Montgomery,MORAINE 4-A,AOU,
26443,OAKWOOD A,39113,Montgomery,OAKWOOD-A,AOV,
26407,OAKWOOD B,39113,Montgomery,OAKWOOD-B,AOW,
26512,OAKWOOD C,39113,Montgomery,OAKWOOD-C,AOZ,
26409,OAKWOOD D,39113,Montgomery,OAKWOOD-D,AOX,
26408,OAKWOOD E,39113,Montgomery,OAKWOOD-E,APA,
26509,OAKWOOD F,39113,Montgomery,OAKWOOD-F,AOY,
26510,OAKWOOD G,39113,Montgomery,OAKWOOD-G,APB,
26370,PAGE MANOR,39113,Montgomery,PAGE MANOR,API,
26636,PERRY TOWNSHIP A,39113,Montgomery,PERRY-A,AWQ,
26699,PERRY TOWNSHIP A,39113,Montgomery,PERRY-A,AWQ,
26334,PERRY TOWNSHIP B,39113,Montgomery,PERRY-B,AWR,
26700,PERRY TOWNSHIP B,39113,Montgomery,PERRY-B,AWR,
26587,PERRY TOWNSHIP C,39113,Montgomery,PERRY-C,AWS,
26546,PERRY TOWNSHIP_NEW LEBANON,39113,Montgomery,P/NEW LEB-A,AWO,
26760,PERRY TOWNSHIP_NEW LEBANON,39113,Montgomery,P/NEW LEB-A,AWO,
26345,PHILLIPSBURG,39113,Montgomery,PHILLIPSBURG,ATE,
26693,RIVERSIDE A,39113,Montgomery,RIVERSIDE-A,APJ,
26439,RIVERSIDE B,39113,Montgomery,RIVERSIDE-B,APK,
26495,RIVERSIDE B,39113,Montgomery,RIVERSIDE-B,APK,
26335,RIVERSIDE C,39113,Montgomery,RIVERSIDE-C,APL,
26676,RIVERSIDE C,39113,Montgomery,RIVERSIDE-C,APL,
26682,RIVERSIDE D,39113,Montgomery,RIVERSIDE-D,APM,
26701,RIVERSIDE D,39113,Montgomery,RIVERSIDE-D,APM,
26565,RIVERSIDE E,39113,Montgomery,RIVERSIDE-E,APN,
26614,RIVERSIDE E,39113,Montgomery,RIVERSIDE-E,APN,
26580,RIVERSIDE F,39113,Montgomery,RIVERSIDE-F,APY,
26374,RIVERSIDE G,39113,Montgomery,RIVERSIDE-G,APP,
26501,RIVERSIDE H,39113,Montgomery,RIVERSIDE-H,APQ,
26695,RIVERSIDE H,39113,Montgomery,RIVERSIDE-H,APQ,
26369,RIVERSIDE I,39113,Montgomery,RIVERSIDE-I,APR,
26373,RIVERSIDE J,39113,Montgomery,RIVERSIDE-J,APS,
26391,RIVERSIDE K,39113,Montgomery,RIVERSIDE-K,APT,
26683,RIVERSIDE K,39113,Montgomery,RIVERSIDE-K,APT,
26605,RIVERSIDE L,39113,Montgomery,RIVERSIDE-L,APU,
26616,RIVERSIDE L,39113,Montgomery,RIVERSIDE-L,APU,
26481,RIVERSIDE M,39113,Montgomery,RIVERSIDE-M,APZ,
26733,RIVERSIDE M,39113,Montgomery,RIVERSIDE-M,APZ,
26338,TROTWOOD 01-A,39113,Montgomery,TROTWOOD 1-A,AQI,
26339,TROTWOOD 01-A,39113,Montgomery,TROTWOOD 1-A,AQI,
26320,TROTWOOD 01-B,39113,Montgomery,TROTWOOD 1-B,AQJ,
26340,TROTWOOD 01-B,39113,Montgomery,TROTWOOD 1-B,AQJ,
26321,TROTWOOD 01-C,39113,Montgomery,TROTWOOD 1-C,AQK,
26393,TROTWOOD 01-D,39113,Montgomery,TROTWOOD 1-D,AQL,
26383,TROTWOOD 01-E,39113,Montgomery,TROTWOOD 1-E,AQM,
26455,TROTWOOD 02-A,39113,Montgomery,TROTWOOD 2-A,AQQ,
26461,TROTWOOD 02-B,39113,Montgomery,TROTWOOD 2-B,AQR,
26367,TROTWOOD 02-C,39113,Montgomery,TROTWOOD 2-C,AQS,
26504,TROTWOOD 02-C,39113,Montgomery,TROTWOOD 2-C,AQS,
26430,TROTWOOD 02-D,39113,Montgomery,TROTWOOD 2-D,AQT,
26484,TROTWOOD 02-D,39113,Montgomery,TROTWOOD 2-D,AQT,
26431,TROTWOOD 02-E,39113,Montgomery,TROTWOOD 2-E,AQU,
26329,TROTWOOD 03-A,39113,Montgomery,TROTWOOD 3-A,AQX,
26319,TROTWOOD 03-B,39113,Montgomery,TROTWOOD 3-B,AQY,
26485,TROTWOOD 03-B,39113,Montgomery,TROTWOOD 3-B,AQY,
26452,TROTWOOD 03-C,39113,Montgomery,TROTWOOD 3-C,AQZ,
26486,TROTWOOD 03-C,39113,Montgomery,TROTWOOD 3-C,AQZ,
26567,TROTWOOD 04-A,39113,Montgomery,TROTWOOD 4-A,ARD,
26331,TROTWOOD 04-B,39113,Montgomery,TROTWOOD 4-B,ARE,
26444,TROTWOOD 04-B,39113,Montgomery,TROTWOOD 4-B,ARE,
26322,TROTWOOD 04-C,39113,Montgomery,TROTWOOD 4-C,ARF,
26574,TROTWOOD 04-C,39113,Montgomery,TROTWOOD 4-C,ARF,
26551,TROTWOOD 04-D,39113,Montgomery,TROTWOOD 4-D,AQN,
26514,UNION A,39113,Montgomery,UNION-A,ARI,
26663,UNION B,39113,Montgomery,UNION-B,ARJ,
26397,UNION C,39113,Montgomery,UNION-C,ARK,
26670,UNION C,39113,Montgomery,UNION-C,ARK,
26743,UNION C,39113,Montgomery,UNION-C,ARK,
26632,UNION D,39113,Montgomery,UNION-D,ARL,
26762,VANDALIA A,39113,Montgomery,VANDALIA-A,ARO,
26680,VANDALIA B,39113,Montgomery,VANDALIA-B,ARP,
26302,VANDALIA C,39113,Montgomery,VANDALIA-C,ARQ,
26558,VANDALIA D,39113,Montgomery,VANDALIA-D,ARR,
26679,VANDALIA E,39113,Montgomery,VANDALIA-E,ARS,
26583,VANDALIA F,39113,Montgomery,VANDALIA-F,ART,
26311,VANDALIA G,39113,Montgomery,VANDALIA-G,ARU,
26617,VANDALIA H,39113,Montgomery,VANDALIA-H,ARV,
26689,VANDALIA I,39113,Montgomery,VANDALIA-I,ASA,
26690,VANDALIA J,39113,Montgomery,VANDALIA-J,ARX,
26556,WASHINGTON TOWNSHIP A,39113,Montgomery,WASHINGTON-A,AXI,
26357,WASHINGTON TOWNSHIP B,39113,Montgomery,WASHINGTON-B,AXK,
26366,WASHINGTON TOWNSHIP C,39113,Montgomery,WASHINGTON-C,AXM,
26625,WASHINGTON TOWNSHIP D,39113,Montgomery,WASHINGTON-D,AXO,
26557,WASHINGTON TOWNSHIP E,39113,Montgomery,WASHINGTON-E,AXQ,
26729,WASHINGTON TOWNSHIP F,39113,Montgomery,WASHINGTON-F,AXS,
26479,WASHINGTON TOWNSHIP G,39113,Montgomery,WASHINGTON-G,AXU,
26498,WASHINGTON TOWNSHIP H,39113,Montgomery,WASHINGTON-H,AXW,
26356,WASHINGTON TOWNSHIP I,39113,Montgomery,WASHINGTON-I,AXY,
26511,WASHINGTON TOWNSHIP J,39113,Montgomery,WASHINGTON-J,AYA,
26747,WASHINGTON TOWNSHIP K,39113,Montgomery,WASHINGTON-K,AYC,
26405,WASHINGTON TOWNSHIP L,39113,Montgomery,WASHINGTON-L,AYE,
26394,WASHINGTON TOWNSHIP M,39113,Montgomery,WASHINGTON-M,AYF,
26528,WASHINGTON TOWNSHIP N,39113,Montgomery,WASHINGTON-N,AYG,
26447,WASHINGTON TOWNSHIP O,39113,Montgomery,WASHINGTON-O,AYH,
26696,WASHINGTON TOWNSHIP P,39113,Montgomery,WASHINGTON-P,AYI,
26535,WASHINGTON TOWNSHIP Q,39113,Montgomery,WASHINGTON-Q,AYJ,
26758,WASHINGTON TOWNSHIP R,39113,Montgomery,WASHINGTON-R,AYS,
26519,WASHINGTON TOWNSHIP S,39113,Montgomery,WASHINGTON-S,AYL,
26404,WASHINGTON TOWNSHIP T,39113,Montgomery,WASHINGTON-T,AYM,
26467,WASHINGTON TOWNSHIP U,39113,Montgomery,WASHINGTON-U,AYN,
26527,WASHINGTON TOWNSHIP V,39113,Montgomery,WASHINGTON-V,AYO,
26564,WASHINGTON TOWNSHIP W,39113,Montgomery,WASHINGTON-W,AYP,
26412,WASHINGTON TOWNSHIP X,39113,Montgomery,WASHINGTON-X,AYQ,
26628,WEST CARROLLTON A,39113,Montgomery,W CARROLLTON-A,ASE,
26745,WEST CARROLLTON A,39113,Montgomery,W CARROLLTON-A,ASE,
26754,WEST CARROLLTON A,39113,Montgomery,W CARROLLTON-A,ASE,
26384,WEST CARROLLTON B,39113,Montgomery,W CARROLLTON-B,ASF,
26458,WEST CARROLLTON C,39113,Montgomery,W CARROLLTON-C,ASG,
26518,WEST CARROLLTON D,39113,Montgomery,W CARROLLTON-D,ASH,
26575,WEST CARROLLTON E,39113,Montgomery,W CARROLLTON-E,ASI,
26544,WEST CARROLLTON F,39113,Montgomery,W CARROLLTON-F,ASJ,
26522,WEST CARROLLTON G,39113,Montgomery,W CARROLLTON-G,ASK,
6828,1-A,39141,Ross,PRECINCT CHILLICOTHE 1-A,AAA,
6809,1-B,39141,Ross,PRECINCT CHILLICOTHE 1-B,AAB,
6813,1-C,39141,Ross,PRECINCT CHILLICOTHE 1-C,AAC,
6820,1-D,39141,Ross,PRECINCT CHILLICOTHE 1-D,AAD,
6811,2-A,39141,Ross,PRECINCT CHILLICOTHE 2-A,AAG,
6810,2-B,39141,Ross,PRECINCT CHILLICOTHE 2-B,AAH,
6814,2-C,39141,Ross,PRECINCT CHILLICOTHE 2-C,AAI,
6808,2-D,39141,Ross,PRECINCT CHILLICOTHE 2-D,AAJ,
6818,3-A,39141,Ross,PRECINCT CHILLICOTHE 3-A,AAL,
6824,3-B,39141,Ross,PRECINCT CHILLICOTHE 3-B,AAM,
6807,3-C,39141,Ross,PRECINCT CHILLICOTHE 3-C,AAN,
6827,3-D,39141,Ross,PRECINCT CHILLICOTHE 3-D,AAO,
6821,4-A,39141,Ross,PRECINCT CHILLICOTHE 4-A,AAQ,
6816,4-B,39141,Ross,PRECINCT CHILLICOTHE 4-B,AAR,
6826,4-C,39141,Ross,PRECINCT CHILLICOTHE 4-C,AAS,
6812,5-A,39141,Ross,PRECINCT CHILLICOTHE 5-A,AAU,
6823,5-B,39141,Ross,PRECINCT CHILLICOTHE 5-B,AAV,
6822,5-C,39141,Ross,PRECINCT CHILLICOTHE 5-C,AAW,
6815,5-D,39141,Ross,PRECINCT CHILLICOTHE 5-D,AAX,
6825,6-A,39141,Ross,PRECINCT CHILLICOTHE 6-A,ABA,
6819,6-B,39141,Ross,PRECINCT CHILLICOTHE 6-B,ABB,
6817,6-C,39141,Ross,PRECINCT CHILLICOTHE 6-C,ABC,
6837,ADELPHI,39141,Ross,,,
6869,BAINBRIDGE,39141,Ross,PRECINCT PAXTON BAINBRIDGE,ACE,
6842,Buckskin NORTH,39141,Ross,PRECINCT BUCKSKIN NORTH,ABE,
6854,Buckskin SOUTH SALEM,39141,Ross,PRECINCT BUCKSKIN SOUTH SALEM,ABF,
6830,CLARK,39141,Ross,,,
6836,Colerain ADELPHI,39141,Ross,PRECINCT COLERAIN ADELPHI,ABH,
6835,Colerain WEST,39141,Ross,PRECINCT COLERAIN WEST,ABJ,
6873,CONCORD AUSTIN,39141,Ross,PRECINCT CONCORD AUSTIN,ABK,
6832,CONCORD FRANKFORT,39141,Ross,PRECINCT CONCORD FRANK PREC.,ABM,
6829,DEER CLARK,39141,Ross,PRECINCT DEER CLARK,ABP,
6844,FRANKFORT CORP,39141,Ross,PRECINCT CONCORD FRANK CORP.,ABL,
6865,FRANKLIN NORTH,39141,Ross,PRECINCT FRANKLIN NORTH,ABQ,
6870,FRANKLIN SOUTH,39141,Ross,PRECINCT FRANKLIN SOUTH,ABR,
6871,GREEN NORTH,39141,Ross,PRECINCT GREEN NORTH,ABT,
6840,GREEN SOUTH,39141,Ross,PRECINCT GREEN SOUTH,ABU,
6833,GREEN WEST,39141,Ross,PRECINCT GREEN WEST,ADA,
6847,HARRISON,39141,Ross,PRECINCT HARRISON TWP.,ABV,
6872,Huntington EAST,39141,Ross,PRECINCT HUNTINGTON EAST,ABW,
6860,Huntington NORTH,39141,Ross,PRECINCT HUNTINGTON NORTH,ABX,
6868,Huntington SOUTH,39141,Ross,PRECINCT HUNTINGTON SOUTH,ABY,
6864,Huntington WEST,39141,Ross,PRECINCT HUNTINGTON WEST,ABZ,
6867,JEFFERSON,39141,Ross,PRECINCT JEFFERSON TWP.,ACA,
6834,KINGSTON,39141,Ross,PRECINCT GREEN KINGSTON,ABS,
6863,LIBERTY EAST,39141,Ross,PRECINCT LIBERTY EAST,ACB,
6862,LIBERTY WEST,39141,Ross,PRECINCT LIBERTY WEST,ACC,
6861,PAINT,39141,Ross,PRECINCT PAINT TWP.,ACD,
6866,PAXTON,39141,Ross,PRECINCT PAXTON PAXTON,ACF,
6843,ROXABELL,39141,Ross,PRECINCT CONCORD ROXABELL,ABN,
6857,Scioto CENTRAL,39141,Ross,PRECINCT SCIOTO CENTRAL,ACG,
6874,Scioto NORTH,39141,Ross,PRECINCT SCIOTO NORTH,ACJ,
6856,Scioto SIX,39141,Ross,PRECINCT SCIOTO SIX,ACK,
6852,SCIOTO SOUTH,39141,Ross,PRECINCT SCIOTO SOUTH,ACL,
6849,Scioto WEST,39141,Ross,PRECINCT SCIOTO WEST,ACM,
6858,SOUTH SALEM,39141,Ross,,,
6846,Springfield NORTH,39141,Ross,PRECINCT SPRINGFIELD NORTH,ACN,
6851,Springfield SOUTH,39141,Ross,PRECINCT SPRINGFIELD SOUTH,ACO,
6859,Twin CENTRAL,39141,Ross,PRECINCT TWIN CENTRAL,ACP,
6850,Twin EAST,39141,Ross,PRECINCT TWIN EAST,ACQ,
6853,Twin NORTH,39141,Ross,PRECINCT TWIN NORTH,ACR,
6855,Twin SOUTH,39141,Ross,PRECINCT TWIN SOUTH,ACS,
6839,Union CENTRAL,39141,Ross,PRECINCT UNION CENTRAL,ACT,
6841,Union EAST,39141,Ross,PRECINCT UNION EAST,ACU,
6831,Union NORTH,39141,Ross,PRECINCT UNION NORTH,ACV,
6848,Union PV,39141,Ross,PRECINCT UNION PV,ACW,
6845,Union SOUTH,39141,Ross,PRECINCT UNION SOUTH,ACX,
6838,Union WEST,39141,Ross,PRECINCT UNION WEST,ACY,
26853,BALLVILLE A,39143,Sandusky,BALLVILLE A,ABN,
26854,BALLVILLE B,39143,Sandusky,BALLVILLE B,ABO,
26855,BALLVILLE C,39143,Sandusky,BALLVILLE C,ABP,
26856,BALLVILLE D,39143,Sandusky,BALLVILLE D,ABR,
26857,BALLVILLE E,39143,Sandusky,BALLVILLE E,ABS,
26858,BALLVILLE F,39143,Sandusky,BALLVILLE F,ABV,
26859,BALLVILLE G,39143,Sandusky,BALLVILLE G,ABW,
26860,BELLEVUE CITY 1-A,39143,Sandusky,BELLEVUE CITY 1-A,AAA,
26861,BELLEVUE CITY 1-B,39143,Sandusky,BELLEVUE CITY 1-B,AAC,
26862,BELLEVUE CITY 2-A,39143,Sandusky,BELLEVUE CITY 2-A,AAD,
26863,BELLEVUE CITY 2-B,39143,Sandusky,BELLEVUE CITY 2-B,AAE,
26911,CLAY TOWNSHIP A,39143,Sandusky,,,
26864,CLYDE CITY A,39143,Sandusky,CLYDE CITY A,AAG,
26865,CLYDE CITY B,39143,Sandusky,CLYDE CITY B,AAI,
26866,CLYDE CITY C,39143,Sandusky,CLYDE CITY C,AAJ,
26867,CLYDE CITY D,39143,Sandusky,CLYDE CITY D,AAK,
26868,CLYDE CITY E,39143,Sandusky,CLYDE CITY E,AAL,
26869,FREMONT CITY 1-A,39143,Sandusky,FREMONT CITY 1-A,AAM,
26870,FREMONT CITY 1-B,39143,Sandusky,FREMONT CITY 1-B,AAO,
26871,FREMONT CITY 1-C,39143,Sandusky,FREMONT CITY 1-C,AAQ,
26872,FREMONT CITY 1-D,39143,Sandusky,FREMONT CITY 1-D,AAR,
26873,FREMONT CITY 2-A,39143,Sandusky,FREMONT CITY 2-A,AAT,
26874,FREMONT CITY 2-B,39143,Sandusky,FREMONT CITY 2-B,AAU,
26875,FREMONT CITY 2-C,39143,Sandusky,FREMONT CITY 2-C,AAW,
26876,FREMONT CITY 2-D,39143,Sandusky,FREMONT CITY 2-D,AAY,
26877,FREMONT CITY 3-A,39143,Sandusky,FREMONT CITY 3-A,ABA,
26878,FREMONT CITY 3-B,39143,Sandusky,FREMONT CITY 3-B,ABC,
26879,FREMONT CITY 3-C,39143,Sandusky,FREMONT CITY 3-C,ABE,
26880,FREMONT CITY 4-A,39143,Sandusky,FREMONT CITY 4-A,ABH,
26881,FREMONT CITY 4-B,39143,Sandusky,FREMONT CITY 4-B,ABJ,
26882,FREMONT CITY 4-C,39143,Sandusky,FREMONT CITY 4-C,ABL,
26883,FREMONT CITY 4-D,39143,Sandusky,FREMONT CITY 4-D,ABM,
26884,GIBSONBURG A,39143,Sandusky,GIBSONBURG A,ACG,
26885,GIBSONBURG B,39143,Sandusky,GIBSONBURG B,ACI,
26886,GREEN CREEK A,39143,Sandusky,GREEN CREEK A,ABY,
26887,GREEN CREEK B,39143,Sandusky,GREEN CREEK B,ABZ,
26888,GREEN CREEK C,39143,Sandusky,GREEN CREEK C,ACA,
26889,GREEN CREEK D,39143,Sandusky,GREEN CREEK D,ACB,
26890,GREEN SPRINGS,39143,Sandusky,GREEN SPRINGS,ABX,
26891,JACKSON A,39143,Sandusky,JACKSON A,ACC,
26892,JACKSON B,39143,Sandusky,JACKSON B,ACD,
26893,LINDSEY,39143,Sandusky,LINDSEY,ADA,
26894,MADISON,39143,Sandusky,MADISON,ACE,
26895,RICE,39143,Sandusky,RICE,ACK,
26896,RILEY,39143,Sandusky,RILEY,ACM,
26897,SANDUSKY A,39143,Sandusky,SANDUSKY A,ACO,
26898,SANDUSKY B,39143,Sandusky,SANDUSKY B,ACP,
26899,SANDUSKY C,39143,Sandusky,SANDUSKY C,ACQ,
26900,SANDUSKY D,39143,Sandusky,SANDUSKY D,ACS,
26901,SCOTT,39143,Sandusky,SCOTT,ACV,
26902,TOWNSEND,39143,Sandusky,TOWNSEND,ACX,
26910,VANDALIA C,39143,Sandusky,,,
26903,WASHINGTON A,39143,Sandusky,WASHINGTON A,ADB,
26904,WASHINGTON B,39143,Sandusky,WASHINGTON B,ADC,
26905,WOODVILLE TWP,39143,Sandusky,WOODVILLE TWP,ADE,
26906,WOODVILLE VLG A,39143,Sandusky,WOODVILLE VLG A,ADG,
26907,WOODVILLE VLG B,39143,Sandusky,WOODVILLE VLG B,ADI,
26908,YORK A,39143,Sandusky,YORK A,ADJ,
26909,YORK B,39143,Sandusky,YORK B,ADK,
3835,BEARFIELD,39127,Perry,BEARFIELD EAST/WEST,AAA,
3836,BUCKEYE LAKE,39127,Perry,BUCKEYE LAKE,ABT,
3837,CORNING/RENDVILLE/MONROE,39127,Perry,CORNING/RENDVILLE/MONROE,AAV,
3838,CROOKSVILLE ABCD,39127,Perry,CROOKSVILLE A/B/C/D,AAK,
3839,CROOKSVILLE DF,39127,Perry,CROOKSVILLE E/F,AAL,
3840,HARRISON,39127,Perry,HARRISON,AAI,
3841,HARRISON,39127,Perry,HARRISON,AAI,
3842,HARRISON SOUTH,39127,Perry,,,
3843,HEMLOCK/SHAWNEE/SALTLIKE,39127,Perry,HEMLOCK/SHAWNEE/SALTLICK,ABH,
3844,HOPEWELL EAST,39127,Perry,HOPEWELL EAST/GLENFORD,AAM,
3845,HOPEWELL WEST,39127,Perry,HOPEWELL WEST,AAO,
3846,JACKSON EAST,39127,Perry,JACKSON EAST,AAP,
3847,JACKSON WEST,39127,Perry,JACKSON WEST,AAR,
3848,JUNCTION CITY,39127,Perry,JUNCTION CITY,AAQ,
3849,MADISON,39127,Perry,MADISON,AAS,
3850,MONDAY CREEK,39127,Perry,MONDAY CREEK,AAT,
3851,NEW LEXINGTON AB,39127,Perry,NEW LEXINGTON A/B,ABM,
3852,NEW LEXINGTON CEF,39127,Perry,NEW LEXINGTON C/E/F,ABN,
3853,NEW LEXINGTON D,39127,Perry,NEW LEXINGTON D,ABO,
3854,NEW LEXINGTON GHI,39127,Perry,NEW LEXINGTON G/H/I,ABR,
3855,NEW STRAITSVILLE,39127,Perry,NEW STRAITSVILLE/COAL,AAF,
3856,PIKE SOUTH,39127,Perry,PIKE SOUTH,AAX,
3857,PIKE WEST,39127,Perry,PIKE WEST,AAY,
3858,PLEASANT,39127,Perry,PLEASANT,AAZ,
3859,READING EAST,39127,Perry,READING EAST,ABA,
3860,READING NORTH,39127,Perry,READING NORTH,ABB,
3861,READING SOUTH,39127,Perry,READING SOUTH,ABC,
3862,REDFIELD REHOBOTH,39127,Perry,REDFIELD/REHOBOTH,AAC,
3863,ROSEVILLE,39127,Perry,ROSEVILLE,AAH,
3864,SOMERSET NORTH/SOUTH,39127,Perry,SOMERSET NORTH/SOUTH,ABE,
3865,THORN EAST,39127,Perry,THORN EAST,ABI,
3866,THORN SOUTH,39127,Perry,THORN SOUTH,ABU,
3867,THORNVILLE,39127,Perry,THORNVILLE,ABJ,
3868,THORN WEST,39127,Perry,THORN WEST,ABK,
4176,Bedford,39105,Meigs,PRECINCT BEDFORD,AAA,
4171,Bradbury,39105,Meigs,PRECINCT BRADBURY,AAO,
4175,Chester East,39105,Meigs,PRECINCT EAST CHESTER,AAC,
4165,Chester West,39105,Meigs,PRECINCT WEST CHESTER,AAD,
4162,Columbia,39105,Meigs,PRECINCT COLUMBIA,AAE,
4160,Laurel Cliff,39105,Meigs,PRECINCT LAUREL CLIFF,AAP,
4155,Lebanon,39105,Meigs,PRECINCT LEBANON,AAF,
4173,Letart,39105,Meigs,PRECINCT LETART,AAG,
4154,Middleport Village 2,39105,Meigs,PRECINCT MIDDLEPORT 2ND,AAS,
4156,Middleport Village 3,39105,Meigs,PRECINCT MIDDLEPORT 3RD,AAT,
4164,Middleport Village 4,39105,Meigs,PRECINCT MIDDLEPORT 4TH,AAR,
4178,Minersville,39105,Meigs,PRECINCT MINERSVILLE,AAY,
4166,North Olive,39105,Meigs,PRECINCT NORTH OLIVE,AAH,
4167,Orange,39105,Meigs,PRECINCT ORANGE,AAJ,
4172,Pomeroy 2,39105,Meigs,PRECINCT POMEROY 2ND,AAV,
4163,Pomeroy Village 1,39105,Meigs,PRECINCT POMEROY 1ST,AAU,
4169,Pomeroy Village 3,39105,Meigs,PRECINCT POMEROY 3RD,AAW,
4174,Racine,39105,Meigs,PRECINCT RACINE,AAZ,
4161,Racine Village,39105,Meigs,PRECINCT RACINE VILLAGE,ABA,
4177,Rocksprings,39105,Meigs,PRECINCT ROCKSPRINGS,AAQ,
4168,Rutland Township East,39105,Meigs,PRECINCT EAST RUTLAND,AAK,
4158,Rutland Township West,39105,Meigs,PRECINCT WEST RUTLAND,AAM,
4159,Rutland Village,39105,Meigs,PRECINCT RUTLAND VILLAGE,AAL,
4152,Salem,39105,Meigs,PRECINCT SALEM,AAN,
4153,Scipio,39105,Meigs,PRECINCT SCIPIO,AAX,
4170,South Olive,39105,Meigs,PRECINCT SOUTH OLIVE,AAI,
4157,Syracuse Village,39105,Meigs,PRECINCT SYRACUSE VILLAGE,ABB,
12286,Austintown 1,39099,Mahoning,PRECINCT AUS 1,ASM,
12314,Austintown 10,39099,Mahoning,PRECINCT AUS 10,AHE,
12301,Austintown 11,39099,Mahoning,PRECINCT AUS 11,AHF,
12309,Austintown 12,39099,Mahoning,PRECINCT AUS 12,AHG,
12289,Austintown 13,39099,Mahoning,PRECINCT AUS 13,AHH,
12294,Austintown 14,39099,Mahoning,PRECINCT AUS 14,ASO,
12297,Austintown 15,39099,Mahoning,PRECINCT AUS 15,AHJ,
12296,Austintown 16,39099,Mahoning,PRECINCT AUS 16,ASP,
12315,Austintown 17,39099,Mahoning,PRECINCT AUS 17,AHL,
12288,Austintown 18,39099,Mahoning,PRECINCT AUS 18,AHM,
12303,Austintown 19,39099,Mahoning,PRECINCT AUS 19,AHN,
12300,Austintown 2,39099,Mahoning,PRECINCT AUS 2,ASN,
12290,Austintown 20,39099,Mahoning,PRECINCT AUS 20,AHP,
12283,Austintown 21,39099,Mahoning,PRECINCT AUS 21,ASQ,
12313,Austintown 22,39099,Mahoning,PRECINCT AUS 22,AHR,
12298,Austintown 23,39099,Mahoning,PRECINCT AUS 23,ASR,
12293,Austintown 24,39099,Mahoning,PRECINCT AUS 24,AHT,
12292,Austintown 25,39099,Mahoning,PRECINCT AUS 25,AHU,
12312,Austintown 26,39099,Mahoning,PRECINCT AUS 26,AHV,
12299,Austintown 27,39099,Mahoning,PRECINCT AUS 27,ASS,
12305,Austintown 28,39099,Mahoning,PRECINCT AUS 28,AHX,
12311,Austintown 29,39099,Mahoning,PRECINCT AUS 29,AHY,
12284,Austintown 3,39099,Mahoning,PRECINCT AUS 3,AHZ,
12306,Austintown 30,39099,Mahoning,PRECINCT AUS 30,AIA,
12304,Austintown 31,39099,Mahoning,PRECINCT AUS 31,AIB,
12307,Austintown 32,39099,Mahoning,PRECINCT AUS 32,AIC,
12308,Austintown 33,39099,Mahoning,PRECINCT AUS 33,AID,
12291,Austintown 4,39099,Mahoning,PRECINCT AUS 4,AIK,
12295,Austintown 5,39099,Mahoning,PRECINCT AUS 5,AIV,
12302,Austintown 6,39099,Mahoning,PRECINCT AUS 6,AJG,
12287,Austintown 7,39099,Mahoning,PRECINCT AUS 7,AJJ,
12310,Austintown 8,39099,Mahoning,PRECINCT AUS 8,AJK,
12285,Austintown 9,39099,Mahoning,PRECINCT AUS 9,AJL,
12240,Beaver 1,39099,Mahoning,PRECINCT BVT 1,AJM,
12242,Beaver 2,39099,Mahoning,PRECINCT BVT 2,AJN,
12246,Beaver 3,39099,Mahoning,PRECINCT BVT 3,AJO,
12239,Beaver 4,39099,Mahoning,PRECINCT BVT 4,AJP,
12245,Beaver 5,39099,Mahoning,PRECINCT BVT 5,AJQ,
